solver,benchmark,group,run,status,result,elapsed_sec,returncode,timed_out
smc,Scalability Boolean2/constraints_75000.smt2,Scalability Boolean2,1,ok,,9.078637266997248,0,False
z3,Scalability Boolean2/constraints_75000.smt2,Scalability Boolean2,1,ok,,37.69909552996978,0,False
smc,Scalability Boolean2/constraints_80000.smt2,Scalability Boolean2,1,ok,,12.54123328696005,0,False
z3,Scalability Boolean2/constraints_80000.smt2,Scalability Boolean2,1,timeout,,300.15288990701083,,True
smc,Scalability Boolean2/constraints_85000.smt2,Scalability Boolean2,1,ok,,10.529752788948826,0,False
z3,Scalability Boolean2/constraints_85000.smt2,Scalability Boolean2,1,ok,,31.216191184998024,0,False
smc,Scalability Boolean2/constraints_90000.smt2,Scalability Boolean2,1,ok,,9.980454330972861,0,False
z3,Scalability Boolean2/constraints_90000.smt2,Scalability Boolean2,1,ok,,31.412642181967385,0,False
smc,Scalability Boolean2/constraints_95000.smt2,Scalability Boolean2,1,ok,,11.631489625026006,0,False
z3,Scalability Boolean2/constraints_95000.smt2,Scalability Boolean2,1,ok,,40.5258258759859,0,False
smc,Scalability Real/real_vars_1000.smt2,Scalability Real,1,ok,,7.123949505970813,0,False
z3,Scalability Real/real_vars_1000.smt2,Scalability Real,1,ok,,19.144142233009916,0,False
smc,Scalability Real/real_vars_1500.smt2,Scalability Real,1,ok,,14.688558491994627,0,False
z3,Scalability Real/real_vars_1500.smt2,Scalability Real,1,ok,,146.86784986400744,0,False
smc,Scalability Real/real_vars_500.smt2,Scalability Real,1,ok,,4.343690496985801,0,False
z3,Scalability Real/real_vars_500.smt2,Scalability Real,1,ok,,4.275062187050935,0,False
smc,Scalability UNSAT/real_vars_50_uuf225-0100.smt2,Scalability UNSAT,1,ok,,2.116514894005377,0,False
z3,Scalability UNSAT/real_vars_50_uuf225-0100.smt2,Scalability UNSAT,1,ok,,0.9149140870431438,0,False
smc,Scalability UNSAT/real_vars_50_uuf225-012.smt2,Scalability UNSAT,1,ok,,0.9150604930473492,0,False
z3,Scalability UNSAT/real_vars_50_uuf225-012.smt2,Scalability UNSAT,1,ok,,0.6145464419969358,0,False
smc,Scalability UNSAT/real_vars_50_uuf225-019.smt2,Scalability UNSAT,1,ok,,1.9165545309660956,0,False
z3,Scalability UNSAT/real_vars_50_uuf225-019.smt2,Scalability UNSAT,1,ok,,1.1153968930011615,0,False
smc,Scalability UNSAT/real_vars_50_uuf225-026.smt2,Scalability UNSAT,1,ok,,1.6661632989998907,0,False
z3,Scalability UNSAT/real_vars_50_uuf225-026.smt2,Scalability UNSAT,1,ok,,0.8149315899936482,0,False
smc,Scalability UNSAT/real_vars_50_uuf225-029.smt2,Scalability UNSAT,1,ok,,0.9150952469790354,0,False
z3,Scalability UNSAT/real_vars_50_uuf225-029.smt2,Scalability UNSAT,1,ok,,0.41431575402384624,0,False
smc,Scalability UNSAT/real_vars_50_uuf225-037.smt2,Scalability UNSAT,1,ok,,1.2656574710272253,0,False
z3,Scalability UNSAT/real_vars_50_uuf225-037.smt2,Scalability UNSAT,1,ok,,0.8148910329909995,0,False
smc,Scalability UNSAT/real_vars_50_uuf225-066.smt2,Scalability UNSAT,1,ok,,1.2656480969744734,0,False
z3,Scalability UNSAT/real_vars_50_uuf225-066.smt2,Scalability UNSAT,1,ok,,0.9150787470280193,0,False
smc,Scalability UNSAT/real_vars_50_uuf225-086.smt2,Scalability UNSAT,1,ok,,2.217884485027753,0,False
z3,Scalability UNSAT/real_vars_50_uuf225-086.smt2,Scalability UNSAT,1,ok,,1.0151816100114956,0,False
smc,Scalability UNSAT/real_vars_50_uuf225-095.smt2,Scalability UNSAT,1,ok,,1.8663535439991392,0,False
z3,Scalability UNSAT/real_vars_50_uuf225-095.smt2,Scalability UNSAT,1,ok,,0.8651491699856706,0,False
